City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,askale,39.9208,40.695,-7.52,79,100,2.35,TR,1737586843
294,grand falls-windsor,48.9332,-55.6649,-12.5,67,83,3.13,CA,1737586844
295,san antonio de pale,-1.4014,5.6325,26.55,83,80,4.91,GQ,1737586845
296,gazli,40.1333,63.45,-1.75,44,7,3.15,UZ,1737586846
297,enewetak,11.3474,162.3373,27.1,78,100,10.23,MH,1737586847
298,mata-utu,-13.2816,-176.1745,28.3,78,68,6.88,WF,1737586848
299,tofol,5.3248,163.0078,27.15,81,98,7.9,FM,1737586849
300,saurimo,-9.6608,20.3916,17.75,89,91,1.89,AO,1737586850
301,bamboo flat,11.7,92.7167,21.05,94,7,1.03,IN,1737586851
302,aasiaat,68.7098,-52.8699,-6.54,85,100,6.08,GL,1737586617
303,naracoorte,-36.9579,140.7383,15.47,53,100,3.65,AU,1737586853
304,pallasovka,50.05,46.8833,-10.15,56,63,5.88,RU,1737586854
305,tomatlan,19.9333,-105.25,29.94,27,0,2.78,MX,1737586856
306,tarko-sale,64.9225,77.785,-29.45,91,95,10.45,RU,1737586857
307,stillwater,36.1156,-97.0584,4.2,50,0,3.09,US,1737586859
308,kalmunai,7.4167,81.8167,24.81,81,34,4.68,LK,1737586860
309,thunder bay,48.4001,-89.3168,-12.01,61,75,6.69,CA,1737586661
310,bambanglipuro,-7.95,110.2833,25.25,88,100,1.91,ID,1737586862
311,sungailiat,-1.85,106.1333,24.17,91,100,3.44,ID,1737586863
312,nago,26.5881,127.9761,18.58,60,89,3.81,JP,1737586864
313,lubang,13.8584,120.124,26.3,76,85,9.54,PH,1737586865
314,xining,36.6167,101.7667,-4.49,57,26,1.3,CN,1737586812
315,talnakh,69.4865,88.3972,-39.37,95,18,1.87,RU,1737586867
316,kutum,14.2,24.6667,18.09,22,0,5.17,SD,1737586868
317,nelson bay,-32.7167,152.15,23.95,73,100,4.47,AU,1737586869
318,kruisfontein,-34.0033,24.7314,20.61,92,41,1.82,ZA,1737586870
319,kunyang,27.6658,120.5658,12.56,86,100,1.59,CN,1737586806
320,talara,-4.5772,-81.2719,25.42,65,0,5.66,PE,1737586872
321,timbuktu,16.7735,-3.0074,23.99,10,0,4.31,ML,1737586873
322,gbarnga,6.9956,-9.4722,21.75,97,14,0.87,LR,1737586874
323,puerto aysen,-45.4,-72.7,12.13,99,100,1.48,CL,1737586875
324,shiguai,40.7058,110.2856,-5.78,54,26,1.06,CN,1737586818
325,flin flon,54.7682,-101.865,-16.09,72,75,0.0,CA,1737586877
326,fort stockton,30.894,-102.8793,13.2,10,0,3.6,US,1737586878
327,hilo,19.7297,-155.09,27.28,68,40,4.12,US,1737586739
328,mersa matruh,31.3525,27.2453,13.11,82,40,3.09,EG,1737586881
329,canmore,51.0834,-115.3521,0.06,40,11,4.12,CA,1737586882
330,ilhabela,-23.7781,-45.3581,26.48,89,100,0.55,BR,1737586883
331,sampit,-2.5333,112.95,23.11,98,100,0.99,ID,1737586884
332,urengoy,65.9667,78.3667,-30.55,93,88,8.63,RU,1737586885
333,saint-francois,46.4154,3.9054,12.03,73,0,3.6,FR,1737586886
334,kamaishi,39.2667,141.8833,3.17,80,61,1.56,JP,1737586887
335,weiser,44.251,-116.9693,0.91,43,2,0.73,US,1737586888
336,sola,-13.8833,167.55,28.58,76,68,4.58,VU,1737586889
337,hammerfest,70.6634,23.6821,-3.75,80,75,4.63,NO,1737586890
338,maloye ganyushkino,46.6,49.2667,-7.28,70,11,8.26,KZ,1737586891
339,lompoc,34.6391,-120.4579,23.07,21,40,2.06,US,1737586690
340,shalqar,47.8333,59.6,-25.51,90,5,1.06,KZ,1737586893
341,al bardiyah,31.7561,25.0865,13.79,70,1,4.46,LY,1737586894
342,adelia maria,-33.6315,-64.021,34.03,16,0,4.43,AR,1737586895
343,ketchikan,55.3422,-131.6461,7.21,96,100,0.45,US,1737586896
344,vorkuta,67.5,64.0,-29.86,99,100,3.91,RU,1737586897
345,ulety,51.3572,112.4849,-22.64,99,15,0.37,RU,1737586898
346,kolonia,50.9333,6.95,4.58,92,75,5.14,DE,1737586899
347,colotlan,22.1,-103.2667,23.25,18,0,4.9,MX,1737586900
348,pangai,-19.8,-174.35,30.06,79,40,2.57,TO,1737586901
349,rio san juan,19.6439,-70.0763,24.27,91,2,4.02,DO,1737586902
350,embi,48.8264,58.1442,-30.94,100,26,1.47,KZ,1737586903
351,broken hill,-31.95,141.4333,24.38,29,83,3.96,AU,1737586746
352,tilcara,-23.5776,-65.3509,10.37,99,99,2.33,AR,1737586906
353,igarka,67.4667,86.5833,-31.67,88,100,7.72,RU,1737586907
354,peterhead,57.5058,-1.7981,3.84,80,14,0.79,GB,1737586908
355,lazaro cardenas,17.9583,-102.2,27.43,56,0,3.73,MX,1737586909
356,al bawiti,28.3492,28.8659,13.14,79,0,3.23,EG,1737586912
357,lihue,21.9789,-159.3672,23.19,68,0,7.2,US,1737586640
358,champerico,14.3,-91.9167,27.87,69,0,4.51,GT,1737586915
359,lianhe,47.1333,129.2667,-20.09,100,48,0.82,CN,1737586916
360,ormond-by-the-sea,29.3491,-81.0665,7.23,91,100,8.23,US,1737586917
361,north battleford,52.7834,-108.2847,-7.95,79,100,7.2,CA,1737586918
362,dunedin,-45.8742,170.5036,15.45,95,62,1.79,NZ,1737586919
363,mao,39.8885,4.2658,14.31,88,0,3.6,ES,1737586921
364,porto novo,6.4965,2.6036,27.9,88,100,2.58,BJ,1737586922
365,aswan,24.0934,32.907,20.61,24,0,3.6,EG,1737586923
366,sinabang,2.4803,96.3801,25.53,83,100,0.94,ID,1737586924
367,tongshan,34.1805,117.1571,2.5,92,28,2.67,CN,1737586833
368,cuatro cienegas de carranza,26.9833,-102.0833,15.27,17,100,1.71,MX,1737586926
369,tyrnava,64.7647,25.6523,-10.01,96,99,1.45,FI,1737586927
370,saint-philippe,-21.3585,55.7679,25.82,82,26,2.35,RE,1737586928
371,puerto deseado,-47.7503,-65.8938,14.7,76,100,12.09,AR,1737586929
372,weno,7.4515,151.8468,28.23,80,70,8.95,FM,1737586930
373,arezzo,43.4724,11.869,8.14,92,100,2.2,IT,1737586931
374,nemuro,43.3236,145.575,-0.77,79,53,2.73,JP,1737586932
375,qamdo,31.1667,97.2333,-2.92,48,66,1.98,CN,1737586837
376,sorochinsk,52.4338,53.1583,-28.34,99,9,1.36,RU,1737586934
377,arrifes,37.7667,-25.7,10.14,82,20,2.57,PT,1737586935
378,sao joao da barra,-21.6403,-41.0511,27.05,93,8,4.13,BR,1737586936
379,wamba,8.9333,8.6,25.75,17,15,2.77,NG,1737586937
380,villa gesell,-37.2639,-56.973,18.76,77,0,5.38,AR,1737586938
381,nuuk,64.1835,-51.7216,-6.66,73,75,1.54,GL,1737586939
382,jaicos,-7.3592,-41.1378,25.01,78,87,2.15,BR,1737586940
383,sechura,-5.5569,-80.8222,25.47,60,34,8.59,PE,1737586942
384,klaksvik,62.2266,-6.589,5.03,76,98,7.68,FO,1737586943
385,almeirim,-1.5233,-52.5817,23.05,97,88,1.11,BR,1737586944
386,catumbela,-12.4314,13.5472,24.3,84,56,1.39,AO,1737586946
387,mataram,-8.5833,116.1167,25.79,85,99,1.15,ID,1737586947
388,viedma,-40.8135,-62.9967,20.77,51,6,8.07,AR,1737586948
389,springs,-26.25,28.4,19.26,85,7,2.39,ZA,1737586949
390,kyren,51.6828,102.1408,-9.66,72,2,1.59,RU,1737586952
391,novyy turtkul',41.55,61.0167,-4.67,38,0,2.9,UZ,1737586953
392,qazvin,36.2797,50.0049,0.79,55,0,2.06,IR,1737586954
393,yulinshi,38.2906,109.7494,-1.51,37,56,1.95,CN,1737586802
394,kabinda,-6.1333,24.4833,19.99,89,100,0.98,CD,1737586956
395,neyshabur,36.2133,58.7958,1.15,45,0,1.09,IR,1737586958
396,tralee,52.2704,-9.7026,5.32,93,64,2.5,IE,1737586959
397,katsuura,35.1333,140.3,12.63,56,100,4.06,JP,1737586960
398,ribas do rio pardo,-20.4431,-53.7592,28.34,53,78,3.42,BR,1737586961
399,clovis,36.8252,-119.7029,16.76,44,0,0.0,US,1737586962
400,sao jose da coroa grande,-8.8978,-35.1478,26.38,74,15,4.43,BR,1737586963
401,makokou,0.5738,12.8642,22.02,93,92,0.79,GA,1737586964
402,akjoujt,19.6969,-14.4164,20.8,20,93,4.06,MR,1737586965
403,el granada,37.5027,-122.4694,18.88,43,0,5.14,US,1737586966
404,brisas de zicatela,15.8369,-97.0419,26.21,72,7,2.5,MX,1737586967
405,afif,23.9065,42.9172,12.15,34,40,5.84,SA,1737586968
406,mount gambier,-37.8333,140.7667,15.94,60,100,2.85,AU,1737586969
407,miedzyrzec podlaski,51.9864,22.7825,1.77,94,88,2.61,PL,1737586971
408,itoman,26.1247,127.6694,20.05,68,75,4.63,JP,1737586972
409,waingapu,-9.6567,120.2641,25.61,89,100,0.8,ID,1737586973
410,jejuri,18.2833,74.1667,17.6,34,25,0.49,IN,1737586974
411,lisala,2.15,21.5167,23.3,72,61,1.24,CD,1737586975
412,akrehamn,59.2667,5.1833,2.14,75,75,2.57,NO,1737586976
413,goshaingaon,26.4379,89.9788,13.55,87,0,0.52,IN,1737586977
414,hithadhoo,-0.6,73.0833,27.24,75,99,5.54,MV,1737586979
415,tocopilla,-22.092,-70.1979,21.52,70,86,1.75,CL,1737586980
416,pacific grove,36.6177,-121.9166,21.61,49,0,2.06,US,1737586981
417,spring creek,40.7266,-115.5859,4.28,24,14,2.36,US,1737586982
418,port macquarie,-31.4333,152.9167,24.48,76,72,0.89,AU,1737586983
419,qui nhon,13.7667,109.2333,16.93,89,100,2.53,VN,1737586984
420,keflavik,64.0049,-22.5624,2.24,69,20,15.43,IS,1737586985
421,kot samaba,28.5522,70.4684,13.27,51,2,2.41,PK,1737586986
422,dazhou,31.2159,107.5009,10.34,90,100,0.71,CN,1737586987
423,el bauga,18.262,33.9081,20.67,40,0,4.85,SD,1737586988
424,palikir - national government center,6.9248,158.1611,27.86,76,97,9.54,FM,1737586989
425,meulaboh,4.1363,96.1285,24.26,91,75,1.64,ID,1737586991
426,oodweyne,9.4092,45.064,17.79,39,3,3.24,SO,1737586992
427,mili,6.0815,171.735,26.89,82,83,10.32,MH,1737586993
428,gejiu,23.306,103.1635,4.84,96,13,1.36,CN,1737586994
429,bellevue,47.6104,-122.2007,7.28,65,0,5.14,US,1737586995
430,podu turcului,46.2,27.3833,2.65,91,61,2.14,RO,1737586996
431,eirunepe,-6.6603,-69.8736,23.67,93,100,0.92,BR,1737586997
432,goz beida,13.95,20.55,23.23,17,2,5.5,TD,1737586999
433,fuglafjordur,62.244,-6.814,4.03,81,90,6.51,FO,1737587000
434,acarau,-2.8856,-40.12,26.63,78,0,5.93,BR,1737587002
435,middlesboro,36.6084,-83.7166,-3.0,43,0,2.06,US,1737587003
436,taos,36.4072,-105.5731,0.78,22,100,8.75,US,1737587004
437,hasaki,35.7333,140.8333,11.19,48,81,3.63,JP,1737586740
438,ruteng,-8.6136,120.4721,18.68,96,95,0.34,ID,1737587006
439,yoko,5.5333,12.3167,22.67,32,57,1.34,CM,1737587007
440,solleftea,63.1667,17.2667,-9.08,99,98,0.23,SE,1737587008
441,yuncheng,35.0231,110.9928,2.85,49,98,2.98,CN,1737587009
442,hajiganj,23.2511,90.8592,13.48,77,47,1.86,BD,1737587010
443,tessaoua,13.7574,7.9874,19.45,19,0,5.27,NE,1737587011
444,launceston,-41.45,147.1667,15.8,63,100,2.57,AU,1737587012
445,srivardhan,18.0333,73.0167,22.17,69,31,3.37,IN,1737587013
446,al bayda',32.7627,21.7551,9.1,83,4,4.63,LY,1737587014
447,kefamenanu,-9.4467,124.4781,22.51,92,100,0.48,ID,1737587015
448,mugia,43.1041,-9.2179,10.51,69,64,7.8,ES,1737587016
449,mollendo,-17.0231,-72.0147,20.96,83,70,2.93,PE,1737587017
450,colonia,50.9333,6.95,4.58,92,75,3.6,DE,1737587018
451,shubarshi,48.5872,57.1869,-28.18,99,9,1.78,KZ,1737587020
452,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,5.66,EC,1737587022
453,abepura,-2.6333,140.5833,26.45,89,20,1.54,ID,1737587023
454,gizo,-8.103,156.8419,29.6,72,99,4.89,SB,1737587024
455,gadzhiyevo,69.2551,33.3362,-13.58,96,99,3.49,RU,1737587025
456,benjamin constant,-4.3831,-70.0311,27.07,83,20,1.03,BR,1737587026
457,la romana,18.4273,-68.9728,25.2,78,20,2.57,DO,1737587027
458,kalat,29.0225,66.5916,-1.35,93,10,2.37,PK,1737587028
459,yemetsk,63.4721,41.7941,-10.11,94,100,4.15,RU,1737587029
460,manokwari,-0.8667,134.0833,27.07,71,100,0.54,ID,1737587030
461,khovd,48.0056,91.6419,-11.49,75,21,1.52,MN,1737587031
462,lincheng,19.9078,109.6858,18.89,94,98,5.03,CN,1737587032
463,celestun,20.8667,-90.4,21.57,62,69,6.45,MX,1737587033
464,beloyarskiy,63.7119,66.6722,-37.51,100,18,1.74,RU,1737587034
465,timimoun,29.2639,0.231,17.48,18,100,2.75,DZ,1737587035
466,castillos,-34.1667,-53.8333,22.09,83,22,2.41,UY,1737587036
467,las palmas,28.4204,-14.0131,15.44,77,20,1.54,ES,1737587037
468,amga,60.8953,131.9608,-13.53,96,100,2.17,RU,1737587038
469,cadale,2.7603,46.3222,24.48,82,69,7.87,SO,1737587040
470,hanceville,34.0607,-86.7675,0.95,28,0,1.6,US,1737587041
471,aktau,43.65,51.2,-4.68,50,15,10.47,KZ,1737587042
472,khanpur mahar,27.8436,69.4137,15.4,25,0,5.27,PK,1737587043
473,parczew,51.6402,22.9006,1.55,98,97,2.6,PL,1737586744
474,oranjemund,-28.55,16.4333,17.3,93,9,1.09,NA,1737587045
475,salinopolis,-0.6136,-47.3561,25.86,87,75,4.03,BR,1737587046
476,city of balikpapan,-1.242,116.8942,23.97,100,40,4.63,ID,1737587047
477,argo,37.6333,22.7333,8.84,81,82,1.88,GR,1737587048
478,chabahar,25.2919,60.643,18.38,32,0,7.65,IR,1737587050
479,sona,45.4388,10.8255,6.03,99,100,1.03,IT,1737587051
480,dwarka,22.2394,68.9678,19.83,70,0,5.76,IN,1737587052
481,freetown,8.484,-13.2299,25.84,83,40,5.14,SL,1737586814
482,jamaame,0.0697,42.745,23.98,90,62,4.51,SO,1737587054
483,suva,-18.1416,178.4415,31.71,70,40,3.6,FJ,1737587055
484,cabugao,17.7931,120.4578,23.72,79,4,1.48,PH,1737587056
485,lexington,37.9887,-84.4777,-5.57,45,0,2.06,US,1737587055
486,dobrush,52.4089,31.3237,1.09,100,100,4.84,BY,1737587058
487,morehead city,34.7229,-76.726,-2.77,70,100,5.36,US,1737587059
488,trail,49.0998,-117.7022,2.6,77,24,0.3,CA,1737586919
489,weiden,49.6775,12.1567,0.01,85,75,2.06,DE,1737587061
490,ocean shores,46.9737,-124.1563,9.69,65,0,1.79,US,1737587063
491,ribeira brava,32.65,-17.0667,17.35,84,71,3.22,PT,1737587064
492,wanlaweyn,2.6185,44.8938,24.3,69,70,5.43,SO,1737587065
493,iquique,-20.2208,-70.1431,21.06,80,94,1.7,CL,1737587066
494,lengshuitan,26.4111,111.5956,16.04,54,94,1.35,CN,1737587067
495,glace bay,46.1969,-59.957,-10.02,67,40,4.92,CA,1737587068
496,lieksa,63.3167,30.0167,-6.54,96,100,1.15,FI,1737587069
497,lorengau,-2.0226,147.2712,26.73,83,100,2.01,PG,1737587070
498,tambacounda,13.7539,-13.7586,27.03,39,0,2.06,SN,1737587071
499,saint-leu,-21.15,55.2833,25.48,90,12,2.42,RE,1737587072
500,porbandar,21.6422,69.6093,17.77,77,0,5.0,IN,1737587073
501,haiku-pauwela,20.9219,-156.3051,25.67,67,20,9.77,US,1737587074
502,san blas,21.5167,-105.2667,21.97,59,0,1.83,MX,1737587075
503,evanston,42.0411,-87.6901,-4.46,75,100,4.12,US,1737587076
504,outjo,-20.1167,16.15,19.37,86,100,4.14,NA,1737587077
505,patterson,37.4716,-121.1297,16.73,44,0,3.56,US,1737587078
506,turpan,42.9333,89.1667,-2.49,46,84,1.54,CN,1737586845
507,lodja,-3.4833,23.4333,21.0,97,99,0.53,CD,1737587080
508,coahuayana de hidalgo,18.7,-103.6583,29.24,37,0,2.21,MX,1737587081
509,diego de almagro,-26.3667,-70.05,24.78,18,0,3.89,CL,1737587082
510,dhulikhel,27.6189,85.5529,6.75,49,0,1.21,NP,1737587083
511,chelak,39.9203,66.8611,-1.58,64,95,3.38,UZ,1737587084
512,prabumulih,-3.45,104.25,23.0,96,98,1.15,ID,1737587085
513,ankazoabo,-22.2833,44.5167,23.0,80,28,2.11,MG,1737587086
514,revel,43.4667,2.0,12.08,83,68,2.05,FR,1737587087
515,marathon,44.9,-89.7668,-6.86,81,100,4.12,US,1737587089
516,arraial do cabo,-22.9661,-42.0278,26.92,83,40,1.54,BR,1737587090
517,kyabe,9.4515,18.9449,28.1,18,88,2.54,TD,1737587091
518,rodna,47.4167,24.8167,0.81,98,100,1.13,RO,1737587092
519,devonport,-41.1667,146.35,13.07,95,100,5.43,AU,1737587093
520,vuokatti,64.146,28.2697,-9.55,98,100,0.04,FI,1737587094
521,maumere,-8.6199,122.2111,26.24,83,100,0.25,ID,1737587095
522,afaahiti,-17.75,-149.2833,26.49,79,46,7.21,PF,1737587096
523,jawf al maqbabah,13.8378,45.8349,16.7,67,4,1.55,YE,1737587097
524,brookings,44.3114,-96.7984,-6.01,76,100,7.72,US,1737587098
525,sorong,-0.8833,131.25,26.81,79,100,1.45,ID,1737587099
526,fort bragg,35.139,-79.006,-2.09,43,0,1.54,US,1737587100
527,teni,10.0,77.4833,21.0,90,100,1.06,IN,1737587101
528,urangan,-25.3,152.9,27.46,84,29,6.9,AU,1737587102
529,magadan,59.5667,150.8,-25.0,77,0,1.98,RU,1737587103
530,ventnor,50.5948,-1.2037,2.99,67,91,5.77,GB,1737587104
531,ksar chellala,35.2122,2.3189,9.92,50,99,3.98,DZ,1737587105
532,webb city,37.1465,-94.463,3.04,44,0,5.14,US,1737587106
533,necochea,-38.5473,-58.7368,17.0,78,2,2.98,AR,1737587108
534,damwald,53.2905,5.9979,3.32,97,100,2.06,NL,1737587110
535,flekkefjord,58.2971,6.6607,0.38,97,100,1.99,NO,1737587111
536,antalaha,-14.9003,50.2788,23.24,90,57,2.03,MG,1737587112
537,annaba,36.9,7.7667,15.98,55,0,4.63,DZ,1737587113
538,zouerate,22.7187,-12.4521,17.01,31,40,4.2,MR,1737587114
539,todtnau,47.8294,7.9438,3.52,94,100,2.61,DE,1737587115
540,ust'-kulom,61.6864,53.6902,-21.19,99,81,2.1,RU,1737587116
541,tsiombe,-25.3,45.4833,24.12,87,57,2.76,MG,1737587117
542,namdrik,5.5994,168.1028,27.17,83,50,9.51,MH,1737587118
543,bom jesus,-9.0744,-44.3586,24.9,77,36,0.61,BR,1737587120
544,muli,2.9167,73.5667,26.73,74,100,1.08,MV,1737587121
545,nainpur,22.4333,80.1167,15.48,43,25,0.95,IN,1737587122
546,feijo,-8.1642,-70.3536,22.77,96,99,0.47,BR,1737587123
547,okhotsk,59.3833,143.3,-23.07,80,0,4.95,RU,1737587124
548,montbard,47.5833,4.5,9.48,88,100,9.43,FR,1737587125
549,puerto santa,-8.9906,-78.6456,21.46,80,17,5.04,PE,1737587126
550,tazovsky,67.4667,78.7,-31.01,95,42,6.56,RU,1737587127
551,notodden,59.5594,9.2585,-5.43,96,100,2.17,NO,1737587128
552,talamba,30.5271,72.2401,12.28,47,6,3.07,PK,1737587129
553,santa elena de uairen,4.6167,-61.1333,22.35,61,100,1.1,VE,1737587131
554,midvagur,62.0511,-7.1939,2.46,87,100,3.6,FO,1737587132
555,erenhot,43.6475,111.9767,-7.29,61,0,2.29,CN,1737587133
556,lodwar,3.1191,35.5973,27.35,40,16,2.46,KE,1737587134
557,bay roberts,47.5999,-53.2648,-8.86,70,100,1.79,CA,1737587135
558,rabo de peixe,37.8,-25.5833,10.73,82,20,2.57,PT,1737587136
559,morant bay,17.8815,-76.4093,25.27,82,15,5.06,JM,1737587137
560,peniche,39.3558,-9.3811,15.11,96,96,4.8,PT,1737587138
561,vila velha,-20.3297,-40.2925,27.19,89,20,4.63,BR,1737587139
562,guerrero negro,27.9769,-114.0611,19.34,22,100,3.79,MX,1737587140
563,reynosa,26.0833,-98.2833,13.84,59,20,4.12,MX,1737587027
564,murghob,38.1702,73.9667,-28.94,95,6,3.26,TJ,1737587142
565,mukalla,14.5425,49.1242,20.86,72,0,2.4,YE,1737587143
566,mil'kovo,55.6078,37.7956,-2.03,50,100,6.41,RU,1737587144
567,plainview,40.7765,-73.4673,-7.49,49,0,0.0,US,1737587145
568,sarmiento,-45.5882,-69.07,23.14,31,100,5.97,AR,1737587146
569,canutama,-6.5339,-64.3831,23.25,97,80,1.8,BR,1737587147
570,okha,53.5739,142.9478,-19.53,95,10,4.28,RU,1737587148
571,al jawf,29.5,38.75,8.99,35,49,1.58,SA,1737587149
572,andirin,37.5776,36.3549,0.56,93,100,3.09,TR,1737587150
573,burang,30.25,81.1667,-11.81,95,99,5.25,CN,1737587153
574,wake village,33.4268,-94.1063,8.06,36,0,3.09,US,1737587154
575,daru,-9.0763,143.2092,27.93,84,100,2.93,PG,1737587155
576,hailar,49.2,119.7,-31.37,100,90,1.41,CN,1737586864
577,kisangani,0.5167,25.2,21.48,98,100,1.11,CD,1737587157
578,rujewa,-8.7,34.3833,18.49,95,98,0.68,TZ,1737587158
579,rundu,-17.9333,19.7667,19.26,96,100,2.2,NA,1737587159
580,maceio,-9.6658,-35.7353,26.69,83,20,4.12,BR,1737587160
581,achinsk,56.2694,90.4993,-12.56,71,79,10.67,RU,1737587161
582,lerwick,60.1545,-1.1494,5.25,81,82,1.29,GB,1737587162
583,camden,39.7835,-74.9663,-7.94,57,75,0.91,US,1737587163
584,massawa,15.6097,39.45,25.74,73,23,0.75,ER,1737587164
585,el calafate,-50.3408,-72.2768,16.31,61,98,4.36,AR,1737587165
586,island harbour,50.724,-1.2758,3.29,68,94,4.28,GB,1737587166
587,gaigeturi,33.4644,126.3183,5.03,81,0,3.09,KR,1737587167
588,queenstown,-31.8976,26.8753,17.05,87,27,0.11,ZA,1737587168
589,tsarevo,42.1667,27.85,5.8,83,17,1.07,BG,1737587169
590,souillac,-20.5167,57.5167,23.21,100,75,3.6,MU,1737587170
591,betio village,1.358,172.9211,29.02,77,20,8.43,KI,1737587171
592,port hedland,-20.3167,118.5667,29.03,74,2,5.66,AU,1737587172
